"","lemma_morphit","form_1ps_ind","formfreq_1ps_ind","fonform_1ps_ind","fonroot_1ps_ind","pal_end_1ps_ind","conj","inf_root","pal_end_inf","form_3ps_ind","formfreq_3ps_ind","fonform_3ps_ind","fonroot_3ps_ind","pal_end_3ps_ind","form_1pp_ind","formfreq_1pp_ind","fonform_1pp_ind","fonroot_1pp_ind","pal_end_1pp_ind","form_1ps_sub","formfreq_1ps_sub","fonform_1ps_sub","fonroot_1ps_sub","pal_end_1ps_sub","L_morph","indpres_1s_eq_inf","fonroot_noinc_1ps_ind"
"625","criticare","critico",373,"kritiko","kritik","k","are","kritik","k","critica",2284,"kritika","kritik","k","critichiamo",597,"kritikiamo","kritik","k","critichi",623,"kritiki","kritik","k",0,1,"-"
"626","crogiolare","crogiolo",142,"krodGolo","krodGol","-","are","krodGol","-","crogiola",189,"krodGola","krodGol","-","crogioliamo",30,"krodGoliamo","krodGol","-","crogioli",42,"krodGoli","krodGol","-",0,1,"-"
"627","crollare","crollo",27,"krollo","kroll","-","are","kroll","-","crolla",3602,"krolla","kroll","-","crolliamo",76,"krolliamo","kroll","-","crolli",489,"krolli","kroll","-",0,1,"-"
"628","crucciare","cruccio",28,"kruttSo","kruttS","tS","are","kruttS","tS","cruccia",111,"kruttSa","kruttS","tS","crucciamo",3,"kruttSamo","kruttS","tS","crucci",30,"kruttSi","kruttS","tS",0,1,"-"
"629","cuccare","cucco",269,"kukko","kukk","k","are","kukk","k","cucca",201,"kukka","kukk","k","cucchiamo",7,"kukkiamo","kukk","k","cucchi",60,"kukki","kukk","k",0,1,"-"
"630","cucinare","cucino",453,"kutSino","kutSin","-","are","kutSin","-","cucina",1328,"kutSina","kutSin","-","cuciniamo",107,"kutSiniamo","kutSin","-","cucini",233,"kutSini","kutSin","-",0,1,"-"
"631","cullare","cullo",106,"kullo","kull","-","are","kull","-","culla",539,"kulla","kull","-","culliamo",44,"kulliamo","kull","-","culli",94,"kulli","kull","-",0,1,"-"
"632","cumulare","cumulo",321,"kumulo","kumul","-","are","kumul","-","cumula",342,"kumula","kumul","-","cumuliamo",3,"kumuliamo","kumul","-","cumuli",365,"kumuli","kumul","-",0,1,"-"
"633","curare","curo",1276,"kuro","kur","-","are","kur","-","cura",10511,"kura","kur","-","curiamo",504,"kuriamo","kur","-","curi",1842,"kuri","kur","-",0,1,"-"
"634","curiosare","curioso",3056,"kurioso","kurios","-","are","kurios","-","curiosa",1022,"kuriosa","kurios","-","curiosiamo",21,"kuriosiamo","kurios","-","curiosi",29,"kuriosi","kurios","-",0,1,"-"
"635","curvare","curvo",257,"kurvo","kurv","-","are","kurv","-","curva",1221,"kurva","kurv","-","curviamo",11,"kurviamo","kurv","-","curvi",147,"kurvi","kurv","-",0,1,"-"
"636","danneggiare","danneggio",46,"danneddGo","danneddG","dG","are","danneddG","dG","danneggia",4171,"danneddGa","danneddG","dG","danneggiamo",29,"danneddGamo","danneddG","dG","danneggi",649,"danneddGi","danneddG","dG",0,1,"-"
"637","danzare","danzo",129,"danzo","danz","-","are","danz","-","danza",156,"danza","danz","-","danziamo",64,"danziamo","danz","-","danzi",139,"danzi","danz","-",0,1,"-"
"638","datare","dato",333826,"dato","dat","-","are","dat","-","data",118889,"data","dat","-","datiamo",6,"datiamo","dat","-","dati",21866,"dati","dat","-",0,1,"-"
"646","debellare","debello",4,"debello","debell","-","are","debell","-","debella",60,"debella","debell","-","debelliamo",3,"debelliamo","debell","-","debelli",23,"debelli","debell","-",0,1,"-"
"647","debuttare","debutto",88,"debutto","debutt","-","are","debutt","-","debutta",3348,"debutta","debutt","-","debuttiamo",5,"debuttiamo","debutt","-","debutti",32,"debutti","debutt","-",0,1,"-"
"648","decantare","decanto",14,"dekanto","dekant","-","are","dekant","-","decanta",250,"dekanta","dekant","-","decantiamo",12,"dekantiamo","dekant","-","decanti",59,"dekanti","dekant","-",0,1,"-"
"649","decapitare","decapito",8,"dekapito","dekapit","-","are","dekapit","-","decapita",149,"dekapita","dekapit","-","decapitiamo",3,"dekapitiamo","dekapit","-","decapiti",5,"dekapiti","dekapit","-",0,1,"-"
"650","decentrare","decentro",3,"detSentro","detSentr","-","are","detSentr","-","decentra",176,"detSentra","detSentr","-","decentriamo",7,"detSentriamo","detSentr","-","decentri",19,"detSentri","detSentr","-",0,1,"-"
"651","decifrare","decifro",12,"detSifro","detSifr","-","are","detSifr","-","decifra",246,"detSifra","detSifr","-","decifriamo",17,"detSifriamo","detSifr","-","decifri",10,"detSifri","detSifr","-",0,1,"-"
"652","declamare","declamo",20,"deklamo","deklam","-","are","deklam","-","declama",384,"deklama","deklam","-","declamiamo",3,"deklamiamo","deklam","-","declami",20,"deklami","deklam","-",0,1,"-"
"653","declinare","declino",14,"deklino","deklin","-","are","deklin","-","declina",5121,"deklina","deklin","-","decliniamo",41,"dekliniamo","deklin","-","declini",94,"deklini","deklin","-",0,1,"-"
"654","decodificare","decodifico",14,"dekodifiko","dekodifik","k","are","dekodifik","k","decodifica",2221,"dekodifika","dekodifik","k","decodifichiamo",11,"dekodifikiamo","dekodifik","k","decodifichi",17,"dekodifiki","dekodifik","k",0,1,"-"
"655","decollare","decollo",10,"dekollo","dekoll","-","are","dekoll","-","decolla",1926,"dekolla","dekoll","-","decolliamo",49,"dekolliamo","dekoll","-","decolli",204,"dekolli","dekoll","-",0,1,"-"
"656","decorare","decoro",299,"dekoro","dekor","-","are","dekor","-","decora",386,"dekora","dekor","-","decoriamo",17,"dekoriamo","dekor","-","decori",157,"dekori","dekor","-",0,1,"-"
"657","decretare","decreto",13,"dekreto","dekret","-","are","dekret","-","decreta",1734,"dekreta","dekret","-","decretiamo",106,"dekretiamo","dekret","-","decreti",90,"dekreti","dekret","-",0,1,"-"
"658","dedicare","dedico",2542,"dediko","dedik","k","are","dedik","k","dedica",12975,"dedika","dedik","k","dedichiamo",1281,"dedikiamo","dedik","k","dedichi",1367,"dediki","dedik","k",0,1,"-"
"659","defilare","defilo",46,"defilo","defil","-","are","defil","-","defila",228,"defila","defil","-","defiliamo",5,"defiliamo","defil","-","defili",18,"defili","defil","-",0,1,"-"
"660","deformare","deformo",16,"deformo","deform","-","are","deform","-","deforma",854,"deforma","deform","-","deformiamo",4,"deformiamo","deform","-","deformi",105,"deformi","deform","-",0,1,"-"
"661","degenerare","degenero",66,"dedGenero","dedGener","-","are","dedGener","-","degenera",757,"dedGenera","dedGener","-","degeneriamo",22,"dedGeneriamo","dedGener","-","degeneri",235,"dedGeneri","dedGener","-",0,1,"-"
"662","degnare","degno",4638,"deNNo","deNN","NN","are","deNN","NN","degna",791,"deNNa","deNN","NN","degniamo",11,"deNNiamo","deNN","NN","degni",2564,"deNNi","deNN","NN",0,1,"-"
"663","degradare","degrado",19763,"degrado","degrad","-","are","degrad","-","degrada",1079,"degrada","degrad","-","degradiamo",24,"degradiamo","degrad","-","degradi",189,"degradi","degrad","-",0,1,"-"
"664","degustare","degusto",17,"degusto","degust","-","are","degust","-","degusta",142,"degusta","degust","-","degustiamo",38,"degustiamo","degust","-","degusti",12,"degusti","degust","-",0,1,"-"
"665","delegare","delego",100,"delego","deleg","g","are","deleg","g","delega",16557,"delega","deleg","g","deleghiamo",91,"delegiamo","deleg","g","deleghi",198,"delegi","deleg","g",0,1,"-"
"666","delegittimare","delegittimo",3,"deledGittimo","deledGittim","-","are","deledGittim","-","delegittima",284,"deledGittima","deledGittim","-","delegittimiamo",9,"deledGittimiamo","deledGittim","-","delegittimi",22,"deledGittimi","deledGittim","-",0,1,"-"
"667","deliberare","delibero",14,"delibero","deliber","-","are","deliber","-","delibera",2653,"delibera","deliber","-","deliberiamo",19,"deliberiamo","deliber","-","deliberi",913,"deliberi","deliber","-",0,1,"-"
"668","delimitare","delimito",6,"delimito","delimit","-","are","delimit","-","delimita",1921,"delimita","delimit","-","delimitiamo",7,"delimitiamo","delimit","-","delimiti",94,"delimiti","delimit","-",0,1,"-"
"669","delineare","delineo",23,"delineo","deline","-","are","deline","-","delinea",7352,"delinea","deline","-","delineiamo",18,"delineiamo","deline","-","delinei",372,"delinei","deline","-",0,1,"-"
"670","delirare","deliro",59,"deliro","delir","-","are","delir","-","delira",217,"delira","delir","-","deliriamo",7,"deliriamo","delir","-","deliri",224,"deliri","delir","-",0,1,"-"
"671","deliziare","delizio",19,"delizio","delizi","-","are","delizi","-","delizia",1060,"delizia","delizi","-","deliziamo",6,"deliziamo","delizi","-","delizi",18,"delizi","deliz","-",0,1,"-"
"672","delocalizzare","delocalizzo",3,"delokalizzo","delokalizz","-","are","delokalizz","-","delocalizza",74,"delokalizza","delokalizz","-","delocalizziamo",8,"delokalizziamo","delokalizz","-","delocalizzi",4,"delokalizzi","delokalizz","-",0,1,"-"
"673","demandare","demando",65,"demando","demand","-","are","demand","-","demanda",2753,"demanda","demand","-","demandiamo",19,"demandiamo","demand","-","demandi",104,"demandi","demand","-",0,1,"-"
"674","demonizzare","demonizzo",61,"demonizzo","demonizz","-","are","demonizz","-","demonizza",249,"demonizza","demonizz","-","demonizziamo",123,"demonizziamo","demonizz","-","demonizzi",22,"demonizzi","demonizz","-",0,1,"-"
"675","demoralizzare","demoralizzo",40,"demoralizzo","demoralizz","-","are","demoralizz","-","demoralizza",91,"demoralizza","demoralizz","-","demoralizziamo",15,"demoralizziamo","demoralizz","-","demoralizzi",21,"demoralizzi","demoralizz","-",0,1,"-"
"676","denigrare","denigro",21,"denigro","denigr","-","are","denigr","-","denigra",221,"denigra","denigr","-","denigriamo",19,"denigriamo","denigr","-","denigri",44,"denigri","denigr","-",0,1,"-"
"677","denominare","denomino",12,"denomino","denomin","-","are","denomin","-","denomina",443,"denomina","denomin","-","denominiamo",79,"denominiamo","denomin","-","denomini",17,"denomini","denomin","-",0,1,"-"
"678","denotare","denoto",52,"denoto","denot","-","are","denot","-","denota",4698,"denota","denot","-","denotiamo",41,"denotiamo","denot","-","denoti",190,"denoti","denot","-",0,1,"-"
"679","denunciare","denuncio",508,"denuntSo","denuntS","tS","are","denuntS","tS","denuncia",21864,"denuntSa","denuntS","tS","denunciamo",803,"denuntSamo","denuntS","tS","denunci",709,"denuntSi","denuntS","tS",0,1,"-"
"680","denunziare","denunzio",21,"denunzio","denunzi","-","are","denunzi","-","denunzia",446,"denunzia","denunzi","-","denunziamo",9,"denunziamo","denunzi","-","denunzi",29,"denunzi","denunz","-",0,1,"-"
"681","depilare","depilo",50,"depilo","depil","-","are","depil","-","depila",49,"depila","depil","-","depiliamo",4,"depiliamo","depil","-","depili",34,"depili","depil","-",0,1,"-"
"682","deplorare","deploro",94,"deploro","deplor","-","are","deplor","-","deplora",1218,"deplora","deplor","-","deploriamo",85,"deploriamo","deplor","-","deplori",20,"deplori","deplor","-",0,1,"-"
"683","deportare","deporto",7,"deporto","deport","-","are","deport","-","deporta",59,"deporta","deport","-","deportiamo",3,"deportiamo","deport","-","deporti",8,"deporti","deport","-",0,1,"-"
"684","depositare","deposito",301,"deposito","deposit","-","are","deposit","-","deposita",2352,"deposita","deposit","-","depositiamo",61,"depositiamo","deposit","-","depositi",116,"depositi","deposit","-",0,1,"-"
"685","deprecare","depreco",12,"depreko","deprek","k","are","deprek","k","depreca",86,"depreka","deprek","k","deprechiamo",41,"deprekiamo","deprek","k","deprechi",7,"depreki","deprek","k",0,1,"-"
"686","depurare","depuro",5,"depuro","depur","-","are","depur","-","depura",197,"depura","depur","-","depuriamo",22,"depuriamo","depur","-","depuri",11,"depuri","depur","-",0,1,"-"
"687","deputare","deputo",5,"deputo","deput","-","are","deput","-","deputa",15,"deputa","deput","-","deputiamo",8,"deputiamo","deput","-","deputi",4,"deputi","deput","-",0,1,"-"
"688","deragliare","deraglio",6,"deraLLo","deraLL","LL","are","deraLL","LL","deraglia",236,"deraLLa","deraLL","LL","deragliamo",5,"deraLLamo","deraLL","LL","deragli",22,"deraLLi","deraLL","LL",0,1,"-"
"689","derivare","derivo",41,"derivo","deriv","-","are","deriv","-","deriva",56327,"deriva","deriv","-","deriviamo",86,"deriviamo","deriv","-","derivi",4623,"derivi","deriv","-",0,1,"-"
"690","derogare","derogo",3,"derogo","derog","g","are","derog","g","deroga",465,"deroga","derog","g","deroghiamo",15,"derogiamo","derog","g","deroghi",119,"derogi","derog","g",0,1,"-"
"691","derubare","derubo",4,"derubo","derub","-","are","derub","-","deruba",203,"deruba","derub","-","derubiamo",11,"derubiamo","derub","-","derubi",27,"derubi","derub","-",0,1,"-"
"692","desiderare","desidero",10321,"desidero","desider","-","are","desider","-","desidera",23541,"desidera","desider","-","desideriamo",4011,"desideriamo","desider","-","desideri",3787,"desideri","desider","-",0,1,"-"
"693","designare","designo",15,"desiNNo","desiNN","NN","are","desiNN","NN","designa",5514,"desiNNa","desiNN","NN","designiamo",31,"desiNNiamo","desiNN","NN","designi",213,"desiNNi","desiNN","NN",0,1,"-"
"694","destabilizzare","destabilizzo",3,"destabilizzo","destabilizz","-","are","destabilizz","-","destabilizza",331,"destabilizza","destabilizz","-","destabilizziamo",4,"destabilizziamo","destabilizz","-","destabilizzi",35,"destabilizzi","destabilizz","-",0,1,"-"
"695","destare","desto",196,"desto","dest","-","are","dest","-","desta",4482,"desta","dest","-","destiamo",27,"destiamo","dest","-","desti",434,"desti","dest","-",0,1,"-"
"696","destinare","destino",72,"destino","destin","-","are","destin","-","destina",2781,"destina","destin","-","destiniamo",80,"destiniamo","destin","-","destini",211,"destini","destin","-",0,1,"-"
"697","determinare","determino",164,"determino","determin","-","are","determin","-","determina",45559,"determina","determin","-","determiniamo",149,"determiniamo","determin","-","determini",4500,"determini","determin","-",0,1,"-"
"698","detestare","detesto",1841,"detesto","detest","-","are","detest","-","detesta",1101,"detesta","detest","-","detestiamo",114,"detestiamo","detest","-","detesti",310,"detesti","detest","-",0,1,"-"
"699","dettagliare","dettaglio",17,"dettaLLo","dettaLL","LL","are","dettaLL","LL","dettaglia",211,"dettaLLa","dettaLL","LL","dettagliamo",10,"dettaLLamo","dettaLL","LL","dettagli",208,"dettaLLi","dettaLL","LL",0,1,"-"
"700","dettare","detto",544207,"detto","dett","-","are","dett","-","detta",49472,"detta","dett","-","dettiamo",33,"dettiamo","dett","-","detti",36339,"detti","dett","-",0,1,"-"
"708","devastare","devasto",57,"devasto","devast","-","are","devast","-","devasta",880,"devasta","devast","-","devastiamo",8,"devastiamo","devast","-","devasti",32,"devasti","devast","-",0,1,"-"
"709","deviare","devio",44,"devio","devi","-","are","devi","-","devia",2233,"devia","devi","-","deviamo",161,"deviamo","devi","-","devi",61423,"devi","dev","-",0,1,"-"
"711","diagnosticare","diagnostico",358,"diaNNostiko","diaNNostik","k","are","diaNNostik","k","diagnostica",674,"diaNNostika","diaNNostik","k","diagnostichiamo",3,"diaNNostikiamo","diaNNostik","k","diagnostichi",7,"diaNNostiki","diaNNostik","k",0,1,"-"
"712","dialogare","dialogo",16,"dialogo","dialog","g","are","dialog","g","dialoga",1712,"dialoga","dialog","g","dialoghiamo",116,"dialogiamo","dialog","g","dialoghi",1360,"dialogi","dialog","g",0,1,"-"
"713","dichiarare","dichiaro",3299,"dikiaro","dikiar","-","are","dikiar","-","dichiara",81883,"dikiara","dikiar","-","dichiariamo",910,"dikiariamo","dikiar","-","dichiari",4300,"dikiari","dikiar","-",0,1,"-"
"714","difettare","difetto",169,"difetto","difett","-","are","difett","-","difetta",1025,"difetta","difett","-","difettiamo",33,"difettiamo","difett","-","difetti",49,"difetti","difett","-",0,1,"-"
"715","differenziare","differenzio",22,"differenzio","differenzi","-","are","differenzi","-","differenzia",5808,"differenzia","differenzi","-","differenziamo",64,"differenziamo","differenzi","-","differenzi",277,"differenzi","differenz","-",0,1,"-"
"716","diffidare","diffido",507,"diffido","diffid","-","are","diffid","-","diffida",1764,"diffida","diffid","-","diffidiamo",109,"diffidiamo","diffid","-","diffidi",86,"diffidi","diffid","-",0,1,"-"
"717","digitalizzare","digitalizzo",8,"didGitalizzo","didGitalizz","-","are","didGitalizz","-","digitalizza",48,"didGitalizza","didGitalizz","-","digitalizziamo",3,"didGitalizziamo","didGitalizz","-","digitalizzi",3,"didGitalizzi","didGitalizz","-",0,1,"-"
"718","digitare","digito",285,"didGito","didGit","-","are","didGit","-","digita",1240,"didGita","didGit","-","digitiamo",313,"didGitiamo","didGit","-","digiti",345,"didGiti","didGit","-",0,1,"-"
"719","digiunare","digiuno",489,"didGuno","didGun","-","are","didGun","-","digiuna",222,"didGuna","didGun","-","digiuniamo",63,"didGuniamo","didGun","-","digiuni",188,"didGuni","didGun","-",0,1,"-"
"721","dilatare","dilato",19,"dilato","dilat","-","are","dilat","-","dilata",1597,"dilata","dilat","-","dilatiamo",17,"dilatiamo","dilat","-","dilati",111,"dilati","dilat","-",0,1,"-"
"722","dileguare","dileguo",52,"dileguo","dilegu","-","are","dilegu","-","dilegua",431,"dilegua","dilegu","-","dileguiamo",21,"dileguiamo","dilegu","-","dilegui",34,"dilegui","dilegu","-",0,1,"-"
"723","dilettare","diletto",701,"diletto","dilett","-","are","dilett","-","diletta",995,"diletta","dilett","-","dilettiamo",37,"dilettiamo","dilett","-","diletti",175,"diletti","dilett","-",0,1,"-"
"731","dilungare","dilungo",903,"dilungo","dilung","ng","are","dilung","ng","dilunga",472,"dilunga","dilung","ng","dilunghiamo",57,"dilungiamo","dilung","ng","dilunghi",70,"dilungi","dilung","ng",0,1,"-"
"732","dimenare","dimeno",106,"dimeno","dimen","-","are","dimen","-","dimena",365,"dimena","dimen","-","dimeniamo",4,"dimeniamo","dimen","-","dimeni",36,"dimeni","dimen","-",0,1,"-"
"733","dimensionare","dimensiono",13,"dimensiono","dimension","-","are","dimension","-","dimensiona",67,"dimensiona","dimension","-","dimensioniamo",3,"dimensioniamo","dimension","-","dimensioni",135,"dimensioni","dimension","-",0,1,"-"
"734","dimenticare","dimentico",2709,"dimentiko","dimentik","k","are","dimentik","k","dimentica",10723,"dimentika","dimentik","k","dimentichiamo",9100,"dimentikiamo","dimentik","k","dimentichi",4054,"dimentiki","dimentik","k",0,1,"-"
"735","dimezzare","dimezzo",26,"dimezzo","dimezz","-","are","dimezz","-","dimezza",577,"dimezza","dimezz","-","dimezziamo",26,"dimezziamo","dimezz","-","dimezzi",29,"dimezzi","dimezz","-",0,1,"-"
"736","dimorare","dimoro",189,"dimoro","dimor","-","are","dimor","-","dimora",2954,"dimora","dimor","-","dimoriamo",62,"dimoriamo","dimor","-","dimori",418,"dimori","dimor","-",0,1,"-"
"737","dimostrare","dimostro",739,"dimostro","dimostr","-","are","dimostr","-","dimostra",61914,"dimostra","dimostr","-","dimostriamo",918,"dimostriamo","dimostr","-","dimostri",6879,"dimostri","dimostr","-",0,1,"-"
"738","dipanare","dipano",6,"dipano","dipan","-","are","dipan","-","dipana",1835,"dipana","dipan","-","dipaniamo",9,"dipaniamo","dipan","-","dipani",32,"dipani","dipan","-",0,1,"-"
"739","dirottare","dirotto",39,"dirotto","dirott","-","are","dirott","-","dirotta",209,"dirotta","dirott","-","dirottiamo",17,"dirottiamo","dirott","-","dirotti",52,"dirotti","dirott","-",0,1,"-"
"747","disapprovare","disapprovo",102,"disapprovo","disapprov","-","are","disapprov","-","disapprova",401,"disapprova","disapprov","-","disapproviamo",40,"disapproviamo","disapprov","-","disapprovi",47,"disapprovi","disapprov","-",0,1,"-"
"748","disarmare","disarmo",193,"disarmo","disarm","-","are","disarm","-","disarma",365,"disarma","disarm","-","disarmiamo",31,"disarmiamo","disarm","-","disarmi",52,"disarmi","disarm","-",0,1,"-"
"749","disattivare","disattivo",112,"disattivo","disattiv","-","are","disattiv","-","disattiva",730,"disattiva","disattiv","-","disattiviamo",33,"disattiviamo","disattiv","-","disattivi",62,"disattivi","disattiv","-",0,1,"-"
"750","discettare","discetto",16,"diSSetto","diSSett","-","are","diSSett","-","discetta",137,"diSSetta","diSSett","-","discettiamo",15,"diSSettiamo","diSSett","-","discetti",14,"diSSetti","diSSett","-",0,1,"-"
"751","disciplinare","disciplino",5,"diSSiplino","diSSiplin","-","are","diSSiplin","-","disciplina",13872,"diSSiplina","diSSiplin","-","discipliniamo",10,"diSSipliniamo","diSSiplin","-","disciplini",1293,"diSSiplini","diSSiplin","-",0,1,"-"
"752","discordare","discordo",63,"diskordo","diskord","-","are","diskord","-","discorda",85,"diskorda","diskord","-","discordiamo",9,"diskordiamo","diskord","-","discordi",95,"diskordi","diskord","-",0,1,"-"
"753","discostare","discosto",158,"diskosto","diskost","-","are","diskost","-","discosta",3090,"diskosta","diskost","-","discostiamo",22,"diskostiamo","diskost","-","discosti",664,"diskosti","diskost","-",0,1,"-"
"754","discriminare","discrimino",42,"diskrimino","diskrimin","-","are","diskrimin","-","discrimina",1241,"diskrimina","diskrimin","-","discriminiamo",29,"diskriminiamo","diskrimin","-","discrimini",124,"diskrimini","diskrimin","-",0,1,"-"
"755","disdegnare","disdegno",694,"disdeNNo","disdeNN","NN","are","disdeNN","NN","disdegna",1458,"disdeNNa","disdeNN","NN","disdegniamo",24,"disdeNNiamo","disdeNN","NN","disdegni",129,"disdeNNi","disdeNN","NN",0,1,"-"
"756","disegnare","disegno",92,"diseNNo","diseNN","NN","are","diseNN","NN","disegna",6317,"diseNNa","diseNN","NN","disegniamo",186,"diseNNiamo","diseNN","NN","disegni",497,"diseNNi","diseNN","NN",0,1,"-"
"757","disertare","diserto",134,"diserto","disert","-","are","disert","-","diserta",452,"diserta","disert","-","disertiamo",66,"disertiamo","disert","-","diserti",49,"diserti","disert","-",0,1,"-"
"758","disfare","disfaccio",10,"disfattSo","disfattS","tS","are","disf","-","disfa",621,"disfa","disf","-","disfacciamo",4,"disfattSamo","disf","-","disfaccia",37,"disfattSa","disfattS","tS",1,0,"-"
"759","disfare","disfaccio",10,"disfattSo","disfattS","tS","are","disf","-","disfa",621,"disfa","disf","-","disfacciamo",4,"disfattSamo","disf","-","disfi",416,"disfi","disf","-",0,0,"-"
"760","disfare","disfaccio",10,"disfattSo","disfattS","tS","are","disf","-","disfa",621,"disfa","disf","-","disfiamo",20,"disfiamo","disf","-","disfaccia",37,"disfattSa","disfattS","tS",1,0,"-"
"761","disfare","disfaccio",10,"disfattSo","disfattS","tS","are","disf","-","disfa",621,"disfa","disf","-","disfiamo",20,"disfiamo","disf","-","disfi",416,"disfi","disf","-",0,0,"-"
"762","disfare","disfo",69,"disfo","disf","-","are","disf","-","disfa",621,"disfa","disf","-","disfacciamo",4,"disfattSamo","disf","-","disfaccia",37,"disfattSa","disfattS","tS",0,1,"-"
"763","disfare","disfo",69,"disfo","disf","-","are","disf","-","disfa",621,"disfa","disf","-","disfacciamo",4,"disfattSamo","disf","-","disfi",416,"disfi","disf","-",0,1,"-"
"764","disfare","disfo",69,"disfo","disf","-","are","disf","-","disfa",621,"disfa","disf","-","disfiamo",20,"disfiamo","disf","-","disfaccia",37,"disfattSa","disfattS","tS",0,1,"-"
"765","disfare","disfo",69,"disfo","disf","-","are","disf","-","disfa",621,"disfa","disf","-","disfiamo",20,"disfiamo","disf","-","disfi",416,"disfi","disf","-",0,1,"-"
"766","disimparare","disimparo",4,"disimparo","disimpar","-","are","disimpar","-","disimpara",29,"disimpara","disimpar","-","disimpariamo",5,"disimpariamo","disimpar","-","disimpari",5,"disimpari","disimpar","-",0,1,"-"
"767","disincentivare","disincentivo",39,"disintSentivo","disintSentiv","-","are","disintSentiv","-","disincentiva",195,"disintSentiva","disintSentiv","-","disincentiviamo",3,"disintSentiviamo","disintSentiv","-","disincentivi",218,"disintSentivi","disintSentiv","-",0,1,"-"
"768","disinfettare","disinfetto",23,"disinfetto","disinfett","-","are","disinfett","-","disinfetta",92,"disinfetta","disinfett","-","disinfettiamo",6,"disinfettiamo","disinfett","-","disinfetti",9,"disinfetti","disinfett","-",0,1,"-"
"769","disinnescare","disinnesco",159,"disinnesko","disinnesk","k","are","disinnesk","k","disinnesca",99,"disinneska","disinnesk","k","disinneschiamo",8,"disinneskiamo","disinnesk","k","disinneschi",13,"disinneski","disinnesk","k",0,1,"-"
"770","disintegrare","disintegro",24,"disintegro","disintegr","-","are","disintegr","-","disintegra",356,"disintegra","disintegr","-","disintegriamo",6,"disintegriamo","disintegr","-","disintegri",34,"disintegri","disintegr","-",0,1,"-"
"771","disinteressare","disinteresso",22,"disinteresso","disinteress","-","are","disinteress","-","disinteressa",337,"disinteressa","disinteress","-","disinteressiamo",19,"disinteressiamo","disinteress","-","disinteressi",65,"disinteressi","disinteress","-",0,1,"-"
"772","disonorare","disonoro",4,"disonoro","disonor","-","are","disonor","-","disonora",198,"disonora","disonor","-","disonoriamo",3,"disonoriamo","disonor","-","disonori",13,"disonori","disonor","-",0,1,"-"
"773","dispensare","dispenso",65,"dispenso","dispens","-","are","dispens","-","dispensa",1134,"dispensa","dispens","-","dispensiamo",18,"dispensiamo","dispens","-","dispensi",111,"dispensi","dispens","-",0,1,"-"
"774","disperare","dispero",357,"dispero","disper","-","are","disper","-","dispera",981,"dispera","disper","-","disperiamo",228,"disperiamo","disper","-","disperi",202,"disperi","disper","-",0,1,"-"
"775","disprezzare","disprezzo",413,"disprezzo","disprezz","-","are","disprezz","-","disprezza",1694,"disprezza","disprezz","-","disprezziamo",121,"disprezziamo","disprezz","-","disprezzi",406,"disprezzi","disprezz","-",0,1,"-"
"776","disputare","disputo",23,"disputo","disput","-","are","disput","-","disputa",1124,"disputa","disput","-","disputiamo",32,"disputiamo","disput","-","disputi",66,"disputi","disput","-",0,1,"-"
"777","disseminare","dissemino",7,"dissemino","dissemin","-","are","dissemin","-","dissemina",295,"dissemina","dissemin","-","disseminiamo",4,"disseminiamo","dissemin","-","dissemini",18,"dissemini","dissemin","-",0,1,"-"
"778","dissetare","disseto",30,"disseto","disset","-","are","disset","-","disseta",354,"disseta","disset","-","dissetiamo",18,"dissetiamo","disset","-","disseti",48,"disseti","disset","-",0,1,"-"
"779","dissimulare","dissimulo",16,"dissimulo","dissimul","-","are","dissimul","-","dissimula",283,"dissimula","dissimul","-","dissimuliamo",6,"dissimuliamo","dissimul","-","dissimuli",43,"dissimuli","dissimul","-",0,1,"-"
"780","dissipare","dissipo",6,"dissipo","dissip","-","are","dissip","-","dissipa",383,"dissipa","dissip","-","dissipiamo",23,"dissipiamo","dissip","-","dissipi",46,"dissipi","dissip","-",0,1,"-"
"781","dissociare","dissocio",258,"dissotSo","dissotS","tS","are","dissotS","tS","dissocia",612,"dissotSa","dissotS","tS","dissociamo",70,"dissotSamo","dissotS","tS","dissoci",76,"dissotSi","dissotS","tS",0,1,"-"
"782","distaccare","distacco",183,"distakko","distakk","k","are","distakk","k","distacca",1337,"distakka","distakk","k","distacchiamo",35,"distakkiamo","distakk","k","distacchi",430,"distakki","distakk","k",0,1,"-"
"783","distanziare","distanzio",10,"distanzio","distanzi","-","are","distanzi","-","distanzia",472,"distanzia","distanzi","-","distanziamo",11,"distanziamo","distanzi","-","distanzi",31,"distanzi","distanz","-",0,1,"-"
"784","distare","disto",28,"disto","dist","-","are","dist","-","dista",5177,"dista","dist","-","distiamo",20,"distiamo","dist","-","disti",250,"disti","dist","-",0,1,"-"
"785","distillare","distillo",18,"distillo","distill","-","are","distill","-","distilla",299,"distilla","distill","-","distilliamo",3,"distilliamo","distill","-","distilli",11,"distilli","distill","-",0,1,"-"
"786","districare","districo",14,"distriko","distrik","k","are","distrik","k","districa",104,"distrika","distrik","k","districhiamo",6,"distrikiamo","distrik","k","districhi",4,"distriki","distrik","k",0,1,"-"
"787","disturbare","disturbo",543,"disturbo","disturb","-","are","disturb","-","disturba",2930,"disturba","disturb","-","disturbiamo",72,"disturbiamo","disturb","-","disturbi",9324,"disturbi","disturb","-",0,1,"-"
